search_role,title,company,location,category,description,created,url,search_text,mentions_Python,mentions_SQL,mentions_Power_BI,mentions_Excel,mentions_Tableau,mentions_Pandas,mentions_Machine_Learning,mentions_Statistics,role_searched,city_searched
data_analyst_Pune,Data EngineerData Analyst,EXL,"Pune, Maharashtra",IT Jobs,"Description Design, build, and operate scalable Extract, Transform, Load / Extract, Load, Transform (ETL/ELT) data pipelines (batch and real-time) to ingest, transform, and load data from multiple sources. Engineer and maintain data platforms (data lakes and data warehouses) with strong reliability, availability, and operational resilience. Implement system integrations using Application Programming Interfaces (APIs), streaming, and enterprise data integration tools to ensure consistent end-to-…",2026-07-25T03:14:11Z,https://www.adzuna.in/details/5814399328?utm_medium=api&utm_source=bf82a680,"data engineerdata analyst it jobs description design, build, and operate scalable extract, transform, load / extract, load, transform (etl/elt) data pipelines (batch and real-time) to ingest, transform, and load data from multiple sources. engineer and maintain data platforms (data lakes and data warehouses) with strong reliability, availability, and operational resilience. implement system integrations using application programming interfaces (apis), streaming, and enterprise data integration tools to ensure consistent end-to-…",False,False,False,False,False,False,False,False,data_analyst,Pune
data_analyst_Pune,Data Research Analyst,Not disclosed,"Pune, Maharashtra",Healthcare & Nursing Jobs,End to end research on the given specifications.Intensive research on research portals.The candidate must possess a minimum typing speed of 20 WPM.Experience of 1-3 years.Competitive Salary and bonus.,2024-05-10T07:38:50Z,https://www.adzuna.in/details/4686704749?utm_medium=api&utm_source=bf82a680,data research analyst healthcare & nursing jobs end to end research on the given specifications.intensive research on research portals.the candidate must possess a minimum typing speed of 20 wpm.experience of 1-3 years.competitive salary and bonus.,False,False,False,False,False,False,False,False,data_analyst,Pune
data_analyst_Pune,Senior Data Analyst Top b2c product company only,Staffnixcom,"Pune, Maharashtra",IT Jobs,"Must have 3 years of experience in Data Analytics / Data Analysis roles Mandatory (Experience 2) – Strong hands-on expertise in SQL, Advanced Excel, Tableau, and Power BI Mandatory (Experience 3) – Proven experience in data extraction, data cleaning, transformation, dashboarding, and reporting Mandatory (Core Skills) – Expertise in SQL, Data Analysis, Data Visualization, Reporting, Statistical Analysis, Data Validation, and Dashboard Creation Mandatory (Technical Skills) – Strong understanding …",2026-06-01T12:52:10Z,https://www.adzuna.in/details/5747224248?utm_medium=api&utm_source=bf82a680,"senior data analyst top b2c product company only it jobs must have 3 years of experience in data analytics / data analysis roles mandatory (experience 2) – strong hands-on expertise in sql, advanced excel, tableau, and power bi mandatory (experience 3) – proven experience in data extraction, data cleaning, transformation, dashboarding, and reporting mandatory (core skills) – expertise in sql, data analysis, data visualization, reporting, statistical analysis, data validation, and dashboard creation mandatory (technical skills) – strong understanding …",False,True,True,True,True,False,False,True,data_analyst,Pune
data_analyst_Pune,Alternatives Data Operations Analyst,Addepar,"Pune, Maharashtra",IT Jobs,"Who We Are Addepar is a global data and AI platform empowering investment professionals to turn complex financial information into actionable intelligence. Addepar unifies portfolio, market and client data in a total portfolio view and delivers AI-powered insights within investment and client workflows. More than 1,400 firms in nearly 60 countries use Addepar to manage and advise on nearly $9 trillion in assets. Its open platform integrates with nearly 650 software, data and consulting partners…",2026-07-24T03:10:32Z,https://www.adzuna.in/details/5812752586?utm_medium=api&utm_source=bf82a680,"alternatives data operations analyst it jobs who we are addepar is a global data and ai platform empowering investment professionals to turn complex financial information into actionable intelligence. addepar unifies portfolio, market and client data in a total portfolio view and delivers ai-powered insights within investment and client workflows. more than 1,400 firms in nearly 60 countries use addepar to manage and advise on nearly $9 trillion in assets. its open platform integrates with nearly 650 software, data and consulting partners…",False,False,False,False,False,False,False,False,data_analyst,Pune
data_analyst_Pune,Alts Data Operations Analyst,Addepar,"Pune, Maharashtra",Accounting & Finance Jobs,"Who We Are Addepar is a global data and AI platform empowering investment professionals to turn complex financial information into actionable intelligence. Addepar unifies portfolio, market and client data in a total portfolio view and delivers AI-powered insights within investment and client workflows. More than 1,400 firms in nearly 60 countries use Addepar to manage and advise on nearly $9 trillion in assets. Its open platform integrates with nearly 650 software, data and consulting partners…",2026-02-12T01:29:46Z,https://www.adzuna.in/details/5624680125?utm_medium=api&utm_source=bf82a680,"alts data operations analyst accounting & finance jobs who we are addepar is a global data and ai platform empowering investment professionals to turn complex financial information into actionable intelligence. addepar unifies portfolio, market and client data in a total portfolio view and delivers ai-powered insights within investment and client workflows. more than 1,400 firms in nearly 60 countries use addepar to manage and advise on nearly $9 trillion in assets. its open platform integrates with nearly 650 software, data and consulting partners…",False,False,False,False,False,False,False,False,data_analyst,Pune
data_analyst_Pune,Legal Data and Automation Analyst,CrowdStrike,"Pune, Maharashtra",IT Jobs,"As a global leader in cybersecurity, CrowdStrike protects the people, processes and technologies that drive modern organizations. Since 2011, our mission hasn’t changed — we’re here to stop breaches, and we’ve redefined modern security with the world’s most advanced AI-native platform. We work on large scale distributed systems, processing almost 3 trillion events per day and this traffic is growing daily. Our customers span all industries, and they count on CrowdStrike to keep their businesses…",2026-08-02T20:53:22Z,https://www.adzuna.in/details/5825768709?utm_medium=api&utm_source=bf82a680,"legal data and automation analyst it jobs as a global leader in cybersecurity, crowdstrike protects the people, processes and technologies that drive modern organizations. since 2011, our mission hasn’t changed — we’re here to stop breaches, and we’ve redefined modern security with the world’s most advanced ai-native platform. we work on large scale distributed systems, processing almost 3 trillion events per day and this traffic is growing daily. our customers span all industries, and they count on crowdstrike to keep their businesses…",False,False,False,False,False,False,False,False,data_analyst,Pune
data_analyst_Pune,Energy Market Analyst (Data),Energy Exemplar,"Pune, Maharashtra","Energy, Oil & Gas Jobs","About Energy Exemplar In an era where the world is rapidly advancing towards a cleaner future through decarbonization, Energy Exemplar’s mission lies in ‘Empowering Transformative Energy Decisions’. Founded in 1999 in Adelaide, Australia, our award-winning software portfolio encompassing the modeling and simulation platform PLEXOS®, Aurora, and Adapt2, is trusted by innovative organizations across the globe. Through our technology and people, we strive to enable stakeholders from across the ent…",2026-07-31T20:43:01Z,https://www.adzuna.in/details/5822423165?utm_medium=api&utm_source=bf82a680,"energy market analyst (data) energy, oil & gas jobs about energy exemplar in an era where the world is rapidly advancing towards a cleaner future through decarbonization, energy exemplar’s mission lies in ‘empowering transformative energy decisions’. founded in 1999 in adelaide, australia, our award-winning software portfolio encompassing the modeling and simulation platform plexos®, aurora, and adapt2, is trusted by innovative organizations across the globe. through our technology and people, we strive to enable stakeholders from across the ent…",False,False,False,False,False,False,False,False,data_analyst,Pune
data_analyst_Pune,Data Analytics Lead Analyst,Citigroup,"Pune, Maharashtra",Accounting & Finance Jobs,The Data Analytics Lead Analyst is a strategic professional who stays abreast of developments within own field and contributes to directional strategy by considering their application in own job and the business. Recognized technical authority for an area within the business. Requires basic commercial awareness. There are typically multiple people within the business that provide the same level of subject matter expertise. Developed communication and diplomacy skills are required in order to gu…,2026-07-25T10:46:51Z,https://www.adzuna.in/details/5814995352?utm_medium=api&utm_source=bf82a680,data analytics lead analyst accounting & finance jobs the data analytics lead analyst is a strategic professional who stays abreast of developments within own field and contributes to directional strategy by considering their application in own job and the business. recognized technical authority for an area within the business. requires basic commercial awareness. there are typically multiple people within the business that provide the same level of subject matter expertise. developed communication and diplomacy skills are required in order to gu…,False,False,False,False,False,False,False,False,data_analyst,Pune
data_analyst_Pune,Data Scientist - Graph & Analystics,Wissen Technology,"Pune, Maharashtra",IT Jobs,"About the Role We are looking for an analytical and detail-oriented Data Scientist with deep expertise in graph analytics, network analysis, and scalable data engineering. This is not a conventional machine learning role — the focus is on understanding complex relationships, structures, and patterns within large-scale datasets using graph-based methods and statistical modeling. You will work in a collaborative, fast-paced environment and be expected to contribute across the full data lifecycle …",2026-05-23T12:38:39Z,https://www.adzuna.in/details/5738530575?utm_medium=api&utm_source=bf82a680,"data scientist - graph & analystics it jobs about the role we are looking for an analytical and detail-oriented data scientist with deep expertise in graph analytics, network analysis, and scalable data engineering. this is not a conventional machine learning role — the focus is on understanding complex relationships, structures, and patterns within large-scale datasets using graph-based methods and statistical modeling. you will work in a collaborative, fast-paced environment and be expected to contribute across the full data lifecycle …",False,False,False,False,False,False,True,True,data_analyst,Pune
data_analyst_Pune,Associate Alts Data Operation Analyst - Early Career,Addepar,"Pune, Maharashtra",Accounting & Finance Jobs,"Who We Are Addepar is a global data and AI platform empowering investment professionals to turn complex financial information into actionable intelligence. Addepar unifies portfolio, market and client data in a total portfolio view and delivers AI-powered insights within investment and client workflows. More than 1,400 firms in nearly 60 countries use Addepar to manage and advise on nearly $9 trillion in assets. Its open platform integrates with nearly 650 software, data and consulting partners…",2026-08-09T20:38:11Z,https://www.adzuna.in/details/5834741668?utm_medium=api&utm_source=bf82a680,"associate alts data operation analyst - early career accounting & finance jobs who we are addepar is a global data and ai platform empowering investment professionals to turn complex financial information into actionable intelligence. addepar unifies portfolio, market and client data in a total portfolio view and delivers ai-powered insights within investment and client workflows. more than 1,400 firms in nearly 60 countries use addepar to manage and advise on nearly $9 trillion in assets. its open platform integrates with nearly 650 software, data and consulting partners…",False,False,False,False,False,False,False,False,data_analyst,Pune
data_analyst_Pune,Senior Data Center Operations Analyst,Ensono,"Pune, Maharashtra",IT Jobs,"About Ensono Ensono is an expert technology adviser and managed service provider. As a relentless ally, we accelerate clients’ digital transformation to achieve business outcomes that stand to last. Our dedicated team helps organizations optimize today’s systems across any hybrid environment with services such as consulting, mainframe and application modernization, public cloud migration and cloud-native development. With certified experts in AWS, Azure and Google Cloud and recognized as Micros…",2026-07-17T03:26:09Z,https://www.adzuna.in/details/5803845332?utm_medium=api&utm_source=bf82a680,"senior data center operations analyst it jobs about ensono ensono is an expert technology adviser and managed service provider. as a relentless ally, we accelerate clients’ digital transformation to achieve business outcomes that stand to last. our dedicated team helps organizations optimize today’s systems across any hybrid environment with services such as consulting, mainframe and application modernization, public cloud migration and cloud-native development. with certified experts in aws, azure and google cloud and recognized as micros…",False,False,False,False,False,False,False,False,data_analyst,Pune
data_analyst_Pune,Analyst - Clinical Data Abstraction,MRO Careers,"Sasanenagar, Pune",Scientific & QA Jobs,"We are seeking a highly skilled Analyst – Clinical Data Abstraction with hands-on expertise in EHR/EMR systems and a strong foundation in medical terminology. The role involves extracting, analyzing, and validating clinical data to support registries, reporting initiatives, and quality improvement programs, while ensuring compliance with regulatory standards. Key Responsibilities Data Extraction & Entry: Navigate multiple EMR/EHR platforms to identify and abstract relevant clinical data points.…",2026-05-07T02:03:03Z,https://www.adzuna.in/details/5720775966?utm_medium=api&utm_source=bf82a680,"analyst - clinical data abstraction scientific & qa jobs we are seeking a highly skilled analyst – clinical data abstraction with hands-on expertise in ehr/emr systems and a strong foundation in medical terminology. the role involves extracting, analyzing, and validating clinical data to support registries, reporting initiatives, and quality improvement programs, while ensuring compliance with regulatory standards. key responsibilities data extraction & entry: navigate multiple emr/ehr platforms to identify and abstract relevant clinical data points.…",False,False,False,False,False,False,False,False,data_analyst,Pune
data_analyst_Pune,Senior Analyst in Data and Analytics,Citigroup,"Pune, Maharashtra",IT Jobs,"The Business Analysis Group Manager is a senior management-level position responsible for liaising between business users and technologists to exchange information in a concise, logical and understandable way in coordination with the Technology team. The overall objective of this role is to contribute to continuous iterative exploration and investigation of business performance and other measures to gain insight and drive business planning. Responsibilities:  Manage multiple teams of business a…",2026-07-31T10:54:39Z,https://www.adzuna.in/details/5822058291?utm_medium=api&utm_source=bf82a680,"senior analyst in data and analytics it jobs the business analysis group manager is a senior management-level position responsible for liaising between business users and technologists to exchange information in a concise, logical and understandable way in coordination with the technology team. the overall objective of this role is to contribute to continuous iterative exploration and investigation of business performance and other measures to gain insight and drive business planning. responsibilities:  manage multiple teams of business a…",False,False,False,False,False,False,False,False,data_analyst,Pune
data_analyst_Pune,Data Analytics Senior Analyst - Assistant Vice President,Citigroup,"Pune, Maharashtra",IT Jobs,"The Data Analytics Senior Analyst is a seasoned professional role. Applies in-depth disciplinary knowledge, contributing to the development of new techniques and the improvement of processes and work-flow for the area or function. Integrates subject matter and industry expertise within a defined area. Requires in-depth understanding of how areas collectively integrate within the sub-function as well as coordinate and contribute to the objectives of the function and overall business. Evaluates m…",2026-07-23T10:51:42Z,https://www.adzuna.in/details/5811916722?utm_medium=api&utm_source=bf82a680,"data analytics senior analyst - assistant vice president it jobs the data analytics senior analyst is a seasoned professional role. applies in-depth disciplinary knowledge, contributing to the development of new techniques and the improvement of processes and work-flow for the area or function. integrates subject matter and industry expertise within a defined area. requires in-depth understanding of how areas collectively integrate within the sub-function as well as coordinate and contribute to the objectives of the function and overall business. evaluates m…",False,False,False,False,False,False,False,False,data_analyst,Pune
data_analyst_Pune,Business Analyst – Cloud Data Platform,Evnek,"Pune, Maharashtra",IT Jobs,"Work closely with stakeholders to gather and analyze business and technical requirements . Collaborate with Azure Data Engineers . Support design decisions across data integration, transformation, and storage layers. • Key Qualifications Strong SQL skills . Understanding of data governance . Experience in data platforms . Excellent communication and stakeholder management skills. Skills: Business Analysis, Azure Data Factory, Sql, Business Analyst Experience: 4.00-6.00 Years",2026-06-18T07:17:00Z,https://www.adzuna.in/details/5767425619?utm_medium=api&utm_source=bf82a680,"business analyst – cloud data platform it jobs work closely with stakeholders to gather and analyze business and technical requirements . collaborate with azure data engineers . support design decisions across data integration, transformation, and storage layers. • key qualifications strong sql skills . understanding of data governance . experience in data platforms . excellent communication and stakeholder management skills. skills: business analysis, azure data factory, sql, business analyst experience: 4.00-6.00 years",False,True,False,False,False,False,False,False,data_analyst,Pune
data_analyst_Pune,Senior Analyst - Clinical Data Abstraction,MRO Careers,"Sasanenagar, Pune",Healthcare & Nursing Jobs,We are looking for a Senior Analyst – Clinical Data Abstraction with hands-on experience in EHR/EMR systems and strong knowledge of medical terminology. Job Responsibilities: Accurately and efficiently abstract medical data from various sources for specified disease areas/ projects Analyze and interpret complex medical information to provide meaningful insights from EHR/ EMR Familiarity with Inpatient Medical records/ discharge summary data Self-report activities like time spent on medical reco…,2026-03-29T02:12:08Z,https://www.adzuna.in/details/5681665491?utm_medium=api&utm_source=bf82a680,senior analyst - clinical data abstraction healthcare & nursing jobs we are looking for a senior analyst – clinical data abstraction with hands-on experience in ehr/emr systems and strong knowledge of medical terminology. job responsibilities: accurately and efficiently abstract medical data from various sources for specified disease areas/ projects analyze and interpret complex medical information to provide meaningful insights from ehr/ emr familiarity with inpatient medical records/ discharge summary data self-report activities like time spent on medical reco…,False,False,False,False,False,False,False,False,data_analyst,Pune
data_analyst_Pune,Senior business analyst Top b2c product company only,Talent Pro,"Pune, Maharashtra",IT Jobs,"Strong Behavioral Data Analyst Profiles Mandatory (Experience 1): Minimum 4 years of experience in user analytics or behavioural data analysis, focusing on user app and web journeys Mandatory (Experience 2): Experience in analyzing clickstream and behavioral data using tools such as Google Analytics, Mixpanel, CleverTap, or Firebase Mandatory (Skills 1): Hands-on experience in A/B testing, including hypothesis design, experimentation, and result interpretation. Mandatory (Skills 2): Strong anal…",2025-10-12T06:41:14Z,https://www.adzuna.in/details/5443730558?utm_medium=api&utm_source=bf82a680,"senior business analyst top b2c product company only it jobs strong behavioral data analyst profiles mandatory (experience 1): minimum 4 years of experience in user analytics or behavioural data analysis, focusing on user app and web journeys mandatory (experience 2): experience in analyzing clickstream and behavioral data using tools such as google analytics, mixpanel, clevertap, or firebase mandatory (skills 1): hands-on experience in a/b testing, including hypothesis design, experimentation, and result interpretation. mandatory (skills 2): strong anal…",False,False,False,False,False,False,False,False,data_analyst,Pune
data_analyst_Pune,Lead Analyst - Electronic Data Interchange,Eaton Corporation,"Pune, Maharashtra",IT Jobs,"What you'll do: Eaton's Corporate IT team is seeking a System Analyst - EDI to join our EDI team. This role is pivotal in driving enterprise digitization and supporting our global B2B EDI customers and suppliers across the Americas, EMEA, and APAC regions. As part of our product-centric, results-driven IT model, the System Analyst will play a key role in enabling efficient, scalable EDI solutions that align with Eaton's digital transformation goals. You will work closely with cross-functional t…",2026-07-25T10:47:01Z,https://www.adzuna.in/details/5814995617?utm_medium=api&utm_source=bf82a680,"lead analyst - electronic data interchange it jobs what you'll do: eaton's corporate it team is seeking a system analyst - edi to join our edi team. this role is pivotal in driving enterprise digitization and supporting our global b2b edi customers and suppliers across the americas, emea, and apac regions. as part of our product-centric, results-driven it model, the system analyst will play a key role in enabling efficient, scalable edi solutions that align with eaton's digital transformation goals. you will work closely with cross-functional t…",False,False,False,False,False,False,False,False,data_analyst,Pune
data_analyst_Pune,Azure Data Engineer,EXL,"Pune, Maharashtra",IT Jobs,"Description Role: Azure Data Engineer Location: Gurugram Work Mode: Hybrid Key Responsibilities: • Design and develop ETL/ELT pipelines using Azure Data Factory, Snowflake, and DBT. • Build and maintain data integration workflows from various data sources to Snowflake. • Write efficient and optimized SQL queries for data extraction and transformation. • Work with stakeholders to understand business requirements and translate them into technical solutions. • Monitor, troubleshoot, and optimize d…",2026-08-07T20:49:16Z,https://www.adzuna.in/details/5832085034?utm_medium=api&utm_source=bf82a680,"azure data engineer it jobs description role: azure data engineer location: gurugram work mode: hybrid key responsibilities: • design and develop etl/elt pipelines using azure data factory, snowflake, and dbt. • build and maintain data integration workflows from various data sources to snowflake. • write efficient and optimized sql queries for data extraction and transformation. • work with stakeholders to understand business requirements and translate them into technical solutions. • monitor, troubleshoot, and optimize d…",False,True,False,False,False,False,False,False,data_analyst,Pune
data_analyst_Pune,Manager- Data Solutions,IntegriChain,"Pune, Maharashtra",IT Jobs,"Core Skills Data Integration (ETL) Experts Expertise in Datawarehouse Development and Concepts Dimension/Fact Type 1/Type 2 SCD Data Mart Updates Conformed Dimensions via MDM Integration Experience with ETL Tools like DBT, Python, SSIS or PowerCenter Strong SQL Skills Snowflake Experience preferred DBT Experience Preferred Experience with Life Science/Healthcare Data Roles and Responsibilities Lead a project team of 3-5 Data Engineers to design and deliver data pipelines Develop scalable, relia…",2026-06-13T08:49:47Z,https://www.adzuna.in/details/5761953863?utm_medium=api&utm_source=bf82a680,"manager- data solutions it jobs core skills data integration (etl) experts expertise in datawarehouse development and concepts dimension/fact type 1/type 2 scd data mart updates conformed dimensions via mdm integration experience with etl tools like dbt, python, ssis or powercenter strong sql skills snowflake experience preferred dbt experience preferred experience with life science/healthcare data roles and responsibilities lead a project team of 3-5 data engineers to design and deliver data pipelines develop scalable, relia…",True,True,False,False,False,False,False,False,data_analyst,Pune
data_analyst_Pune,PHP Developer,Skydivine Solution OPC Pvt Ltd,"Pune, Maharashtra",IT Jobs,"Job description The ideal candidate is a highly resourceful and innovative developer with extensive experience in the layout, design, and coding of websites specifically in PHP format. You must also possess a strong knowledge of web application development using PHP programming language and MySQL Server databases. Responsibilities Perform a mix of maintenance, enhancements, and new development as required Work in a data analyst role and with business intelligence applications Document features,…",2022-04-02T05:15:05Z,https://www.adzuna.in/details/3017040280?utm_medium=api&utm_source=bf82a680,"php developer it jobs job description the ideal candidate is a highly resourceful and innovative developer with extensive experience in the layout, design, and coding of websites specifically in php format. you must also possess a strong knowledge of web application development using php programming language and mysql server databases. responsibilities perform a mix of maintenance, enhancements, and new development as required work in a data analyst role and with business intelligence applications document features,…",False,False,False,False,False,False,False,False,data_analyst,Pune
data_analyst_Pune,Big Data Engineer,EXL,"Pune, Maharashtra",IT Jobs,"Description Job Description: Lead Data Engineer Summary We are looking for an experienced Lead Data Engineer with 7–10 years of hands-on experience to design, build, and maintain scalable data pipelines and processing systems in an on-premises Big Data environment . This is a technical leadership role: beyond strong individual contribution, the ideal candidate will own architecture and design decisions, set technical direction, and mentor and support other developers on the team. The role works…",2026-07-23T03:24:51Z,https://www.adzuna.in/details/5811366422?utm_medium=api&utm_source=bf82a680,"big data engineer it jobs description job description: lead data engineer summary we are looking for an experienced lead data engineer with 7–10 years of hands-on experience to design, build, and maintain scalable data pipelines and processing systems in an on-premises big data environment . this is a technical leadership role: beyond strong individual contribution, the ideal candidate will own architecture and design decisions, set technical direction, and mentor and support other developers on the team. the role works…",False,False,False,False,False,False,False,False,data_analyst,Pune
data_analyst_Pune,AI/ ML engineer,Tecqubes Technologies,"Pune, Maharashtra",IT Jobs,"Key Responsibilities: Machine Learning Model Development: Design, implement, and deploy machine learning models to address complex challenges in the insurance domain. Work on diverse projects, leveraging machine learning techniques to extract insights and drive business value. Machine Learning Pipelines: Design and implement ETL processes for Machine Learning to ensure accurate and timely data integration from multiple sources. Build and optimize end-to-end machine learning pipelines, ensuring …",2026-08-06T07:31:22Z,https://www.adzuna.in/details/5829886510?utm_medium=api&utm_source=bf82a680,"ai/ ml engineer it jobs key responsibilities: machine learning model development: design, implement, and deploy machine learning models to address complex challenges in the insurance domain. work on diverse projects, leveraging machine learning techniques to extract insights and drive business value. machine learning pipelines: design and implement etl processes for machine learning to ensure accurate and timely data integration from multiple sources. build and optimize end-to-end machine learning pipelines, ensuring …",False,False,False,False,False,False,True,False,data_analyst,Pune
data_analyst_Pune,"Business Analyst , App/Web Top b2c product company only",Talent Pro,"Pune, Maharashtra",IT Jobs,"Strong Behavioral Data Analyst Profiles Mandatory (Experience 1): Minimum 4 years of experience in user analytics or behavioural data analysis, focusing on user app and web journeys Mandatory (Experience 2): Experience in analyzing clickstream and behavioral data using tools such as Google Analytics, Mixpanel, CleverTap, or Firebase Mandatory (Skills 1): Hands-on experience in A/B testing, including hypothesis design, experimentation, and result interpretation. Mandatory (Skills 2): Strong anal…",2025-10-11T06:40:56Z,https://www.adzuna.in/details/5442082861?utm_medium=api&utm_source=bf82a680,"business analyst , app/web top b2c product company only it jobs strong behavioral data analyst profiles mandatory (experience 1): minimum 4 years of experience in user analytics or behavioural data analysis, focusing on user app and web journeys mandatory (experience 2): experience in analyzing clickstream and behavioral data using tools such as google analytics, mixpanel, clevertap, or firebase mandatory (skills 1): hands-on experience in a/b testing, including hypothesis design, experimentation, and result interpretation. mandatory (skills 2): strong anal…",False,False,False,False,False,False,False,False,data_analyst,Pune
data_analyst_Pune,Data Engineer,Wissen Technology,"Pune, Maharashtra",IT Jobs,"Job Summary: We are looking for a highly skilled and experienced Data Engineer with deep expertise in Airflow, dbt, Python, and Snowflake. The ideal candidate will be responsible for designing, building, and managing scalable data pipelines and transformation frameworks to enable robust data workflows across the organization. Key Responsibilities: Design and implement scalable ETL/ELT pipelines using Apache Airflow for orchestration. Develop modular and maintainable data transformation models u…",2025-09-11T08:01:41Z,https://www.adzuna.in/details/5393679428?utm_medium=api&utm_source=bf82a680,"data engineer it jobs job summary: we are looking for a highly skilled and experienced data engineer with deep expertise in airflow, dbt, python, and snowflake. the ideal candidate will be responsible for designing, building, and managing scalable data pipelines and transformation frameworks to enable robust data workflows across the organization. key responsibilities: design and implement scalable etl/elt pipelines using apache airflow for orchestration. develop modular and maintainable data transformation models u…",True,False,False,False,False,False,False,False,data_analyst,Pune
data_analyst_Pune,AWS Data Engineer,Deqode,"Pune, Maharashtra",IT Jobs,"Job Overview: We are seeking an experienced AWS Data Engineer to join our growing data team. The ideal candidate will have hands-on experience with AWS Glue , Redshift , PySpark , and other AWS services to build robust, scalable data pipelines. This role is perfect for someone passionate about data engineering, automation, and cloud-native development. Key Responsibilities: Design, build, and maintain scalable and efficient ETL pipelines using AWS Glue , PySpark , and related tools. Integrate d…",2025-05-17T04:54:53Z,https://www.adzuna.in/details/5202607067?utm_medium=api&utm_source=bf82a680,"aws data engineer it jobs job overview: we are seeking an experienced aws data engineer to join our growing data team. the ideal candidate will have hands-on experience with aws glue , redshift , pyspark , and other aws services to build robust, scalable data pipelines. this role is perfect for someone passionate about data engineering, automation, and cloud-native development. key responsibilities: design, build, and maintain scalable and efficient etl pipelines using aws glue , pyspark , and related tools. integrate d…",False,False,False,False,False,False,False,False,data_analyst,Pune
data_analyst_Pune,Machine Learning Intern,Optimspace,"Pune, Maharashtra",IT Jobs,"Machine Learning Intern Company: Optimspace.in Location: Remote Duration: 3 months Opportunity: Full-time based on performance, with Certificate of Internship About Optimspace.in Optimspace.in provides students and graduates with hands-on learning opportunities and career growth in Machine Learning and Data Science. Role Overview As a Machine Learning Intern, you will work on real-world projects, enhancing your practical skills in data analysis and model development. Responsibilities ✅ Design, …",2025-11-20T00:58:19Z,https://www.adzuna.in/details/5503837634?utm_medium=api&utm_source=bf82a680,"machine learning intern it jobs machine learning intern company: optimspace.in location: remote duration: 3 months opportunity: full-time based on performance, with certificate of internship about optimspace.in optimspace.in provides students and graduates with hands-on learning opportunities and career growth in machine learning and data science. role overview as a machine learning intern, you will work on real-world projects, enhancing your practical skills in data analysis and model development. responsibilities ✅ design, …",False,False,False,False,False,False,True,False,data_analyst,Pune
data_analyst_Pune,DataFlux Manager,Aliqan Services,"Pune, Maharashtra",IT Jobs,"Data Analysts are responsible for a range of data-related activities including provision of data extracts and data transformation solutions for the company. Using specialist tools, the role is responsible for building and the delivery of the solution. The Data Analyst is required to engage with stakeholders (both internal and external), so good communication skills underpin everything we do. Due to the nature of working with Data, the role is required to follow specified processes Key Accountab…",2026-07-10T07:19:30Z,https://www.adzuna.in/details/5794938950?utm_medium=api&utm_source=bf82a680,"dataflux manager it jobs data analysts are responsible for a range of data-related activities including provision of data extracts and data transformation solutions for the company. using specialist tools, the role is responsible for building and the delivery of the solution. the data analyst is required to engage with stakeholders (both internal and external), so good communication skills underpin everything we do. due to the nature of working with data, the role is required to follow specified processes key accountab…",False,False,False,False,False,False,False,False,data_analyst,Pune
data_analyst_Pune,"Senior Analyst, Big Data Analytics & Engineering",Mastercard,"Pune, Maharashtra",IT Jobs,"Our Purpose _Mastercard powers economies and empowers people in 200 countries and territories worldwide. Together with our customers, we're helping build a sustainable economy where everyone can prosper. We support a wide range of digital payments choices, making transactions secure, simple, smart and accessible. Our technology and innovation, partnerships and networks combine to deliver a unique set of products and services that help people, businesses and governments realize their greatest po…",2026-06-13T10:30:12Z,https://www.adzuna.in/details/5762101447?utm_medium=api&utm_source=bf82a680,"senior analyst, big data analytics & engineering it jobs our purpose _mastercard powers economies and empowers people in 200 countries and territories worldwide. together with our customers, we're helping build a sustainable economy where everyone can prosper. we support a wide range of digital payments choices, making transactions secure, simple, smart and accessible. our technology and innovation, partnerships and networks combine to deliver a unique set of products and services that help people, businesses and governments realize their greatest po…",False,False,False,False,False,False,False,False,data_analyst,Pune
data_analyst_Pune,SQL Developer/Engineer,Antal International,"Pune, Maharashtra",IT Jobs,"Role – SQL Developer Experience- 8 – 12 yrs Budget – 30 LPA (Fixed) Shift – 2 – 11pm Work-mode – Hybrid (3 days from office 2 days from home) Location: Pune Job Summary: We are looking for a skilled SQL Developer/Engineer to design, develop, and maintain robust SQL databases and queries to support business applications and analytics. You will work closely with data analysts, application developers, and stakeholders to ensure efficient data storage and access. Key Responsibilities: • Develop com…",2026-07-02T10:15:37Z,https://www.adzuna.in/details/5784934093?utm_medium=api&utm_source=bf82a680,"sql developer/engineer it jobs role – sql developer experience- 8 – 12 yrs budget – 30 lpa (fixed) shift – 2 – 11pm work-mode – hybrid (3 days from office 2 days from home) location: pune job summary: we are looking for a skilled sql developer/engineer to design, develop, and maintain robust sql databases and queries to support business applications and analytics. you will work closely with data analysts, application developers, and stakeholders to ensure efficient data storage and access. key responsibilities: • develop com…",False,True,False,False,False,False,False,False,data_analyst,Pune
